GeneID	GSM3172777	GSM3172780	GSM3172781	GSM3172782	GSM3172783	GSM3172784	GSM3172785
105376686	1	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0
261734	3	48	4	47	59	0	5
8514	48	684	56	276	534	6	67
26038	2	0	1	0	4	0	0
105376687	0	0	0	0	0	0	0
6146	19	711	71	221	185	11	118
107985733	0	4	1	0	0	0	0
102724450	0	0	0	0	0	0	0
388591	1	31	3	7	10	0	0
23463	7	74	5	35	31	2	3
148645	0	0	0	0	0	0	0
390992	0	0	0	0	0	0	0
387509	0	16	1	8	10	0	0
11332	12	20	6	2	13	0	0
54626	0	0	0	0	0	0	0
83715	0	21	2	3	22	0	2
100422975	0	0	0	0	0	0	0
8718	5	123	13	34	112	0	18
57449	16	29	3	4	19	0	1
79707	26	375	16	165	160	8	52
80835	0	3	0	2	0	0	0
107984912	0	1	0	0	0	0	0
3104	6	73	4	32	77	3	9
9903	26	90	24	33	53	0	3
107984913	0	0	2	0	0	0	2
148479	11	39	7	13	17	2	1
90326	4	42	8	16	34	0	0
55735	8	128	14	74	86	4	11
100505887	0	0	0	0	0	0	0
110841581	3	0	0	0	0	0	0
23261	43	138	17	82	66	5	20
105376692	4	0	0	0	0	0	1
102725193	0	0	0	0	0	0	2
101928836	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0
105376689	16	2	0	5	1	0	0
9341	38	190	23	51	45	10	38
8863	15	63	11	19	26	8	11
10911	7	3	1	0	1	0	0
3604	9	12	3	21	6	1	4
11315	55	120	28	50	65	1	24
54206	7	11	4	6	0	1	1
107984915	4	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0
50651	2	5	0	0	3	0	0
473	67	631	65	276	536	35	113
102724552	0	18	1	11	15	0	4
106632271	0	4	0	0	0	0	0
2023	93	647	145	188	312	9	72
102465436	0	2	0	1	0	0	0
100505975	0	1	0	0	1	0	0
112268261	2	44	2	27	8	2	14
765	0	45	4	16	8	2	2
155184	7	0	0	0	0	0	0
6518	10	0	1	3	3	0	0
80045	11	18	1	11	3	0	1
106614088	0	2	0	1	0	0	0
407040	0	0	0	1	0	0	0
102724571	0	2	1	0	0	0	0
9563	31	401	41	129	258	5	42
80176	5	21	3	10	8	0	0
100506022	0	0	0	1	0	0	0
84275	10	27	5	12	9	2	1
199953	3	34	4	4	31	0	2
107985734	0	3	2	2	3	0	0
105376712	0	4	2	1	0	0	0
5293	68	1201	117	428	841	15	93
644997	3	58	2	30	36	2	2
101929074	0	36	1	12	18	3	0
22883	21	504	33	232	289	5	81
56998	16	73	7	17	35	0	4
105376717	0	5	1	1	2	0	0
84328	47	127	16	61	63	4	17
64802	2	37	0	23	23	1	1
113391335	1	1	0	3	1	0	0
100847055	0	1	0	0	0	0	0
116362	3	17	2	11	10	0	9
10277	22	348	27	181	226	9	54
23095	65	421	23	227	239	35	75
105376725	5	7	0	6	5	2	1
5226	70	302	80	66	181	20	86
100526739	0	4	0	1	3	0	2
378708	5	4	0	2	1	0	1
1325	0	2	0	1	2	0	1
1676	25	137	15	43	68	0	15
5195	6	88	9	43	58	3	15
54897	25	62	15	21	64	10	3
105376733	0	0	0	0	0	0	0
105376735	3	0	0	0	0	0	0
148345	5	1	0	1	6	0	0
23435	33	690	30	343	296	9	90
10747	0	49	4	40	29	0	2
6723	8	38	5	5	31	0	0
5394	24	263	15	210	155	7	53
105376736	1	1	1	3	3	0	1
2475	28	499	36	333	366	7	51
100873935	0	22	3	9	7	2	2
10218	0	29	2	19	16	4	1
29914	13	71	20	43	48	0	5
105376737	2	0	0	0	0	0	1
105376739	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0
57540	12	3	0	1	2	0	0
112268221	3	0	0	0	0	0	0
101929181	2	0	0	0	0	0	0
26232	0	7	2	4	4	0	1
93611	9	72	11	27	49	0	4
26270	1	23	6	7	12	0	0
10459	5	21	8	9	13	0	1
374946	6	15	0	43	7	4	1
57085	8	142	9	21	94	3	6
284498	4	28	3	12	35	0	3
102724659	0	0	0	0	0	0	0
4524	13	236	30	134	215	3	38
1185	7	165	13	119	136	1	22
100379251	7	32	3	19	21	1	5
4878	0	6	0	9	11	0	1
4879	0	0	0	0	0	0	0
26829	1031	5	904	1	2	12	127
90231	19	99	11	28	76	5	4
5351	10	86	10	37	65	6	11
9927	199	375	87	109	215	6	28
60672	0	67	7	15	66	2	3
102466982	0	0	0	0	0	0	0
943	3	31	2	10	35	0	0
102465836	1	0	2	0	0	0	0
7133	77	887	131	339	789	26	88
100616438	0	2	2	0	3	0	0
107984917	0	9	1	6	1	0	0
55187	61	1496	86	1134	996	44	201
677885	5	10	3	1	2	0	0
105376744	4	20	2	11	12	0	1
9249	26	78	22	30	34	4	21
102466722	0	1	1	1	0	0	0
343066	3	0	0	0	0	0	0
126767	3	0	0	0	0	0	0
93190	3	0	0	0	0	0	0
390999	2	0	0	0	0	0	0
65121	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0
440560	7	0	0	0	0	0	0
343069	3	0	0	0	0	0	0
65122	3	1	0	0	0	0	0
400735	3	0	0	0	0	0	0
343071	3	0	0	0	0	0	0
441871	0	0	0	0	0	0	0
440561	3	0	0	0	0	0	0
101929983	1	0	0	0	0	0	0
649330	2	0	0	0	0	0	0
441873	0	0	0	0	0	0	0
649324	1	0	0	0	0	0	0
440563	3	0	0	0	0	0	0
645354	1	0	0	0	0	0	0
645359	1	0	0	0	0	0	0
101060301	2	0	0	0	0	0	0
343070	0	0	0	0	0	0	0
400736	1	0	0	0	0	0	0
391003	1	0	0	0	0	0	0
343068	0	0	0	0	0	0	0
391002	2	0	0	0	0	0	0
645382	0	0	0	0	0	0	0
653619	2	0	0	0	0	0	0
729528	5	0	0	0	0	0	0
645414	1	0	0	0	0	0	0
391004	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0
102724856	1	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0
107984919	1	0	0	0	0	0	0
105378612	1	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0
7799	48	1075	79	713	569	68	267
23254	30	1	0	0	0	0	1
107985467	3	0	0	0	0	0	1
107985468	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0
107985469	8	0	0	0	0	0	0
200197	2	0	0	1	0	0	1
55092	0	1	0	2	4	0	4
727684	0	3	3	0	3	2	3
114827	10	16	0	9	0	2	1
101927417	0	1	0	0	1	0	1
101927441	14	36	7	22	45	15	39
79180	93	601	84	120	362	41	77
11330	4	1	1	1	2	0	1
63036	4	0	0	0	0	0	0
105376767	0	0	0	0	0	0	0
51032	6	7	0	4	2	2	0
842	9	54	8	20	27	0	6
23341	46	246	20	112	103	4	32
107397391	0	3	0	1	1	0	0
79814	4	23	1	8	9	1	4
84301	35	373	35	166	163	3	29
6248	9	72	5	33	38	1	9
23207	21	236	29	58	191	10	51
284723	2	7	3	1	6	0	0
110806303	0	0	0	1	0	0	0
388595	0	0	0	0	0	0	0
54751	0	0	0	1	0	0	0
440567	7	6	2	1	6	0	4
729614	6	26	1	9	24	0	2
23013	63	1290	59	812	889	82	313
7709	15	108	30	49	77	8	21
149563	2	0	0	0	0	0	0
27129	0	0	0	0	1	0	0
1187	0	0	0	0	0	0	0
1188	0	0	0	0	0	0	0
348487	0	0	0	0	0	0	0
1969	3	10	0	2	2	0	3
101927479	2	3	0	1	0	0	0
128272	2	17	2	9	18	0	0
101927546	4	3	0	0	1	0	0
79363	2	3	1	0	1	0	0
54455	17	251	17	116	112	5	18
26099	16	175	41	46	95	10	35
374955	24	83	26	33	54	6	6
55707	21	275	20	144	148	6	17
107984921	6	68	1	58	41	0	5
114819	9	110	3	56	67	3	5
26871	4020	4646	2887	2470	2110	256	637
107985757	0	0	0	0	0	0	0
100132147	0	0	0	0	0	0	0
107985758	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0
55672	29	180	13	88	81	2	20
105376794	23	315	27	91	154	1	5
84809	25	85	12	15	64	0	3
11209	5	15	0	4	8	0	0
107985736	6	2	3	0	3	0	0
26869	3345	4501	2500	2364	2041	229	523
107985759	0	0	0	0	0	0	0
284729	3	1	0	1	1	0	0
100189045	0	0	0	0	0	0	0
6060	1176	3385	627	1638	1467	41	140
11223	15	6	0	2	3	0	0
100500876	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0
112267871	8	0	0	0	0	0	0
7193	3	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0
105376805	2	4	0	1	2	0	2
791226	0	0	0	0	0	0	0
26870	961	3309	538	1550	1423	33	128
9696	34	126	13	30	140	3	17
4237	0	2	0	1	0	0	0
105376806	0	0	0	0	0	0	0
23400	3	121	23	22	101	4	7
6390	3	78	7	30	29	1	9
11240	18	75	16	20	40	17	16
105376808	0	0	0	0	0	0	0
400743	0	0	0	0	0	0	0
29943	0	0	1	0	0	0	0
51702	6	0	0	0	0	0	0
100616188	0	0	0	0	0	0	0
23569	69	63	39	39	89	2	17
353238	4	3	0	0	0	0	0
55920	38	409	62	164	232	13	73
55160	11	158	13	49	159	0	14
107984028	5	0	0	0	0	0	0
81569	0	0	0	0	0	0	0
105376809	1	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0
101927876	6	0	0	0	0	0	0
84966	0	0	0	0	0	0	0
105376814	0	0	1	0	0	0	0
127707	0	1	0	1	0	0	0
5081	1	0	0	0	0	0	0
80834	7	0	0	1	0	0	0
8659	0	18	0	8	11	0	1
100616120	0	0	0	0	0	0	0
100302276	1	0	0	0	0	0	0
126917	6	221	21	80	106	5	27
105376815	0	0	0	0	0	0	0
23352	138	2256	158	1368	1369	81	404
101927895	0	29	1	7	7	2	1
23065	18	209	19	140	96	12	27
51154	0	25	0	13	30	0	6
246181	1	0	1	3	3	0	0
22977	0	6	2	5	9	0	4
100506730	0	20	0	11	4	0	1
8574	9	57	9	17	20	0	2
54896	12	97	28	50	85	3	4
832	107	707	83	274	394	12	97
105376819	0	3	0	1	0	0	0
105376818	0	0	0	0	0	0	0
105376817	0	3	0	0	0	0	0
105378614	0	0	0	1	0	0	0
440574	6	40	4	13	27	2	2
100532736	2	18	4	6	8	2	0
644068	0	18	5	2	5	2	4
4681	1	7	1	1	2	0	0
3362	0	11	0	4	11	0	1
255104	12	142	6	72	77	2	15
54546	0	0	0	0	0	0	0
105376823	7	4	0	2	0	0	2
23252	1	100	11	56	59	1	6
30814	1	0	0	0	0	0	0
5320	0	0	0	0	0	0	0
5322	8	0	0	0	0	0	0
26279	5	0	0	0	0	0	0
64600	0	1	0	0	0	0	0
391013	3	1	0	1	2	0	0
127733	2	8	1	8	2	0	1
101928017	2	0	0	0	0	0	0
105376825	0	0	0	0	0	0	0
105376826	0	0	0	0	0	0	0
105376827	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0
127731	5	3	0	2	1	0	0
339505	0	0	0	0	0	0	0
55450	3	5	1	3	5	0	1
79594	3	27	3	8	20	1	3
163933	0	0	0	0	0	0	0
978	3	37	6	6	12	0	0
65018	7	57	9	29	39	1	1
102464833	0	0	0	0	0	0	0
100861548	11	75	14	34	49	1	4
1650	19	207	32	52	98	3	15
57576	0	0	0	0	0	0	0
400745	13	0	0	0	0	0	0
112268222	11	184	11	91	65	2	20
50809	60	996	85	523	417	36	136
8672	144	709	80	407	417	13	102
105376830	2	27	0	3	8	1	4
105376829	2	16	0	10	7	0	3
100302155	0	1	0	5	0	0	0
1889	67	365	66	135	259	23	73
100506801	5	32	5	16	19	11	12
105376832	2	0	0	1	0	0	0
84224	8	58	9	35	35	1	1
249	8	0	3	1	0	1	0
105376834	0	0	0	0	0	0	0
5909	6	4	1	0	1	0	0
84196	31	766	50	396	400	17	102
401944	3	5	1	4	1	0	0
3339	3	23	6	2	12	0	1
23436	0	0	0	0	0	0	0
10136	0	0	0	0	0	0	0
101928043	3	2	0	0	0	1	0
29092	3	27	1	9	14	0	0
112268223	2	0	2	1	2	0	0
998	278	1263	210	387	438	60	145
54361	0	15	3	11	9	1	3
105376845	0	0	0	0	0	0	0
105376850	4	0	0	0	1	0	0
107985377	0	0	0	0	0	0	0
100616433	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0
9923	36	587	45	424	362	7	59
2046	0	0	0	0	0	0	0
102466615	0	0	0	0	0	0	0
712	6	18	3	2	8	0	1
714	0	0	0	0	1	0	0
713	0	2	4	1	0	0	0
2048	2	19	7	4	11	2	2
100616391	0	0	0	0	0	0	0
100422914	0	1	0	0	1	0	1
646262	0	0	0	0	0	0	0
729059	0	0	0	0	0	0	0
23028	27	289	20	124	119	6	47
100422866	0	1	0	0	0	0	0
7798	30	227	13	127	98	12	34
3352	0	0	0	0	0	0	0
100996511	0	37	0	29	15	0	0
10236	37	724	33	182	230	38	156
80818	3	52	5	18	13	2	1
148898	0	5	2	3	1	0	0
6920	3	31	1	16	19	0	8
55616	1	3	0	4	2	0	0
1870	8	23	17	9	17	1	5
101928163	0	1	1	1	0	0	0
105376859	0	3	0	0	1	0	0
3399	0	7	1	6	5	0	2
107984928	3	3	0	0	0	0	1
259283	0	20	1	10	17	0	0
6135	111	1324	167	448	405	36	237
6924	11	191	19	79	89	5	21
100506963	6	28	0	11	10	1	3
57095	14	112	32	40	24	3	12
105376860	0	7	0	2	4	0	0
11313	0	88	13	19	52	1	3
2582	0	11	1	6	7	0	0
3155	5	40	5	29	31	0	4
105376861	0	0	0	0	0	0	0
2517	3	39	7	26	15	1	1
1269	14	56	6	80	61	1	7
107984929	0	2	0	6	6	2	0
100616492	0	0	0	0	0	0	0
55629	20	529	48	187	146	20	66
10772	35	647	54	309	298	15	162
105378615	0	0	0	0	0	0	0
105376863	3	0	0	0	0	0	0
107984931	0	0	0	0	0	0	0
127294	0	0	0	0	0	0	0
107985737	0	0	0	0	0	0	0
105376864	0	0	0	0	0	0	0
58985	0	0	0	0	0	0	0
163702	1	16	3	30	13	0	0
284632	0	0	0	0	0	0	0
105376871	5	0	0	0	0	0	0
57822	5	0	0	0	1	0	0
90529	3	8	0	9	6	1	2
57185	17	283	28	157	128	0	20
100750325	0	4	0	4	4	0	0
11123	51	733	59	273	284	14	118
100506985	4	37	2	13	6	0	5
400746	0	1	0	0	0	0	1
10250	53	918	48	427	405	81	302
25932	186	216	53	68	105	6	129
105376876	3	5	1	6	2	0	1
864	63	581	85	192	261	24	76
102465437	0	8	0	3	2	1	0
107984932	4	107	23	50	46	4	32
105376878	15	110	7	53	56	7	46
100616365	0	0	0	0	0	0	0
105376879	0	0	0	1	1	0	0
25949	19	137	14	50	57	8	45
57035	23	820	43	430	423	36	71
105376882	0	0	0	1	0	0	0
6007	3	41	2	15	37	0	7
23585	67	214	34	58	97	6	34
6006	29	146	19	37	53	2	20
55219	25	159	8	62	73	12	49
26119	184	700	79	166	328	1	26
57134	4	157	19	60	108	3	28
57190	15	161	18	55	143	2	20
56181	36	93	19	55	60	0	4
646471	0	39	3	16	32	0	7
79000	9	15	3	6	9	0	4
164091	6	42	0	14	33	0	5
3925	12	55	4	20	6	1	3
100500808	0	0	1	0	0	0	0
105376885	6	0	0	0	0	0	0
5051	10	115	5	77	70	1	7
101928216	1	0	0	0	0	0	0
2134	0	0	0	0	0	0	0
7780	2	0	0	0	0	0	0
105376910	5	0	0	0	0	0	0
84676	2	1	0	0	0	0	0
149420	4	51	5	14	23	0	14
105376886	0	1	0	1	0	0	0
79927	0	0	0	0	0	0	0
110806296	0	0	0	0	0	0	0
51042	1	6	5	1	6	2	0
10256	4	4	1	2	0	0	0
378807	0	0	0	0	0	0	0
101928303	4	0	0	0	2	0	0
64793	17	124	7	63	54	1	22
83442	438	1403	210	397	863	25	135
91544	17	431	33	136	384	4	78
1043	25	523	29	160	205	4	35
55057	11	26	0	16	10	0	3
257101	0	106	0	8	3	0	0
79727	3	0	0	0	2	0	3
79947	14	148	2	79	84	1	12
101928324	0	31	2	20	26	0	2
3151	47	308	41	139	158	9	36
6195	30	482	30	155	271	3	26
100302190	0	1	0	0	0	0	0
105376888	0	0	1	1	0	1	0
101928728	6	2	0	4	2	0	1
8289	111	1400	85	642	834	66	190
55650	2	36	5	14	17	0	3
84243	41	184	30	89	125	12	14
2810	2	1	0	0	2	0	1
54707	10	105	13	52	58	2	6
63906	5	61	10	9	15	0	7
10726	8	105	11	32	55	3	17
8431	0	0	0	0	0	0	0
126695	4	5	0	1	0	0	0
388610	2	2	2	0	3	0	0
115572	0	0	0	1	0	0	0
101928391	0	0	0	0	0	0	0
6548	35	158	13	46	103	17	18
102723760	0	0	0	0	0	0	0
105376890	1	0	0	0	0	0	0
23038	42	310	25	108	188	8	24
84065	12	59	6	19	29	2	1
644961	0	34	0	16	11	0	6
84958	33	274	21	88	249	2	10
9064	3	32	4	23	45	0	3
8547	5	0	0	0	0	0	0
388611	0	0	0	0	0	0	0
2827	2	4	1	3	1	0	0
10163	87	1037	83	496	689	34	106
105376892	0	3	0	1	0	0	0
27245	1	84	7	21	73	3	3
2268	96	1092	132	527	853	36	120
111216282	0	0	0	0	0	0	6
2537	2	57	13	5	21	2	4
199870	9	63	3	37	34	0	7
23673	8	181	12	85	85	1	22
5511	4	108	9	32	49	4	12
677774	0	0	10	0	1	0	1
9473	69	346	91	213	401	19	60
6118	12	108	4	33	55	10	9
27293	0	3	0	1	1	0	1
55113	2	33	3	19	19	2	2
2140	17	176	9	125	100	5	18
5724	14	212	12	65	156	17	26
22826	17	176	12	84	66	4	33
93974	5	60	12	28	38	0	12
83667	7	52	9	8	14	6	0
54797	37	23	11	17	17	0	3
65979	9	223	13	130	158	8	56
1104	0	76	1	32	24	2	19
8420	1	99	7	62	41	4	13
6080	129	419	185	705	540	14	78
26768	420	531	323	1316	615	50	152
54952	1	69	8	47	29	0	9
85028	653	61	557	47	48	12	132
692212	0	5	1	1	1	0	0
677838	637	8	524	4	3	10	111
677825	13	4	29	3	1	2	15
692073	13	2	46	2	3	0	1
115273	0	0	0	1	1	0	0
6883	481	47	306	15	18	15	66
105378616	482	6	306	2	0	8	84
26824	477	6	302	2	0	7	56
10691	11	117	9	73	71	6	19
51441	21	236	23	72	80	5	19
4985	3	0	0	0	6	0	0
2035	177	1857	226	838	729	62	381
399474	12	48	6	14	11	2	8
6429	22	326	31	162	159	12	98
51102	2	28	0	26	11	0	7
10076	0	0	0	1	0	0	0
101928460	0	0	0	0	0	0	0
107984933	0	0	0	0	0	0	0
107984934	1	0	0	0	0	0	0
101929406	0	0	0	0	0	0	0
105378617	2	0	1	0	0	0	0
105378618	0	0	0	0	0	0	0
4146	4	5	3	1	6	0	1
100129196	7	24	5	8	18	1	1
7805	201	2849	244	559	854	97	403
100616164	0	13	0	4	10	0	3
105378620	113	262	55	102	190	78	146
105378621	0	0	0	0	0	0	0
105378622	0	0	0	0	0	0	0
400748	0	0	0	0	0	0	0
9672	3	42	2	8	19	0	11
9698	30	668	40	418	367	39	100
692234	0	11	0	3	0	0	1
692235	0	11	0	4	6	0	1
692200	0	0	0	1	1	0	0
107984935	0	0	0	0	0	0	0
79570	0	0	0	0	0	0	0
9410	13	90	1	44	39	0	13
51538	28	102	20	30	47	3	11
2170	3	14	1	17	14	0	1
105378623	0	0	0	0	0	0	0
107985470	0	0	0	0	0	0	0
347735	4	6	0	0	7	0	0
105378625	9	0	0	0	0	0	0
105379772	0	0	0	0	0	0	0
149086	1	0	0	1	0	0	0
284551	0	4	0	4	2	0	0
105378626	7	0	0	0	0	0	0
64129	2	0	0	0	0	0	0
3061	0	8	0	3	6	0	1
553115	29	99	8	39	50	7	14
107985471	0	5	0	1	2	0	2
105378628	1	0	0	0	0	0	0
1307	5	1	0	1	2	0	0
101929444	0	0	0	0	0	0	0
576	0	7	0	4	6	0	0
100423028	0	0	0	0	0	0	0
90853	24	27	14	2	17	0	2
8073	276	1273	170	337	364	46	273
10657	61	464	52	186	183	4	69
55116	20	62	3	35	32	0	1
100847018	0	0	0	0	0	0	0
23633	30	500	32	189	203	8	74
200081	21	281	31	109	157	3	21
79140	5	32	4	27	19	0	3
56063	8	60	2	46	40	0	2
55721	0	31	1	15	7	0	2
149069	6	30	4	21	21	0	0
8668	10	131	10	37	51	1	13
339483	0	2	0	1	3	0	1
84734	0	1	0	0	1	0	0
3932	26	535	47	152	231	5	32
3065	16	257	34	164	136	6	28
65108	12	50	6	19	21	4	7
105378629	0	1	0	0	1	0	0
81629	2	67	2	36	48	1	6
100128071	0	0	1	1	3	0	0
55108	41	267	55	162	180	9	33
728116	6	0	1	0	0	0	0
653121	14	5	3	2	1	0	1
102723870	2	1	0	0	1	0	0
339487	7	122	10	35	54	1	11
5928	48	534	43	266	201	10	73
81493	18	140	13	76	58	3	20
57648	1	20	0	13	20	0	2
8565	13	151	31	81	79	10	19
64766	9	316	23	170	131	8	19
252995	2	8	0	6	1	0	0
105378631	5	0	0	1	1	0	0
3208	0	0	0	0	0	0	0
113452	4	0	0	0	0	0	0
105378632	0	0	0	0	0	0	0
127544	58	159	33	51	68	28	241
204	32	320	22	147	150	7	44
105378635	0	0	0	0	0	0	0
113451	12	58	8	42	24	1	5
112268224	0	25	0	14	17	0	0
55223	4	101	14	43	71	4	11
149076	4	117	3	40	93	11	25
127550	0	3	0	0	0	0	0
1912	33	93	41	46	67	13	14
100500853	2	8	1	1	1	2	1
101929464	0	0	0	0	0	0	0
7579	16	30	4	8	16	0	1
114784	5	0	1	0	0	0	0
