GeneID	GSM1261105	GSM1261106	GSM1261107	GSM1261108	GSM1261109	GSM1261110	GSM1261111	GSM1261112
126917	1176	1219	1348	937	807	695	2087	924
105376815	1	1	0	0	0	0	0	2
23352	5351	7076	4092	4320	3423	3804	9244	5221
101927895	75	54	58	68	46	58	63	88
23065	2546	2143	2318	2029	1691	1952	2251	2665
51154	773	324	746	645	623	641	475	1172
246181	86	59	56	67	54	67	62	78
22977	59	44	41	45	32	31	47	41
100506730	403	145	285	281	269	299	194	393
8574	1594	994	1193	1661	1177	1289	936	1645
54896	577	332	628	582	522	538	516	689
832	3816	3860	4261	4446	3218	3607	3682	4933
105376819	0	1	2	1	1	1	0	3
105376818	0	0	0	0	0	0	0	0
105376817	0	1	1	0	0	0	0	0
105378614	1	0	3	0	1	0	0	0
440574	899	391	954	811	740	783	586	1183
100532736	235	197	532	1451	232	290	286	416
644068	422	934	545	767	475	529	621	783
4681	124	131	417	1368	139	200	194	277
3362	6	5	19	6	11	8	9	7
255104	11	6	20	31	9	10	1	7
54546	0	0	0	0	0	0	0	0
105376823	0	0	0	0	0	0	1	0
23252	607	837	379	475	280	422	902	478
30814	0	0	0	0	1	0	0	0
5320	0	2	1	2	0	2	4	0
5322	0	0	0	1	0	0	0	0
26279	1	0	1	0	2	0	0	1
64600	1	0	1	0	0	0	0	2
391013	0	0	2	0	2	1	1	0
127733	389	13	347	63	396	322	32	214
101928017	2	0	5	4	7	4	4	3
105376825	23	1	25	2	29	10	2	29
105376826	1	0	0	0	0	0	0	0
105376827	0	0	0	0	0	0	0	1
105376828	0	0	0	0	0	0	0	0
127731	72	6	113	8	65	91	38	43
339505	0	2	1	0	2	0	2	0
55450	1621	5425	4102	1322	2787	2612	6425	3654
79594	918	786	963	861	877	969	902	1205
163933	31	41	55	133	69	32	91	58
978	0	0	0	39	0	0	0	0
65018	1661	1003	1850	1605	1540	1317	1816	1898
102464833	21	14	21	16	18	13	20	22
100861548	1345	744	1302	1279	1148	984	1156	1499
1650	5002	3207	4633	5778	3664	3816	3336	5695
57576	287	461	299	201	308	329	507	319
400745	114	932	202	104	145	187	728	187
112268222	1026	462	677	726	591	733	431	989
50809	6004	3291	4054	4055	3468	4410	2980	5495
8672	6091	3028	4412	4072	3903	4143	4948	5010
105376830	6	12	1	2	2	2	8	4
105376829	2	6	2	1	1	0	8	1
100302155	0	0	0	0	0	0	0	0
1889	4458	955	2305	3350	1292	1449	1751	1506
100506801	21	16	6	1	2	11	33	9
105376832	0	0	0	0	0	0	0	0
84224	313	247	305	353	214	212	279	274
249	97	276	233	181	136	179	122	301
105376834	0	5	0	0	0	1	1	0
5909	687	1262	938	512	680	690	1160	1002
84196	2316	1600	1749	1843	1511	1718	2172	2194
401944	80	72	50	254	33	41	32	40
3339	892	869	651	3129	289	459	506	477
23436	0	0	0	0	0	0	1	0
10136	0	0	0	0	0	0	1	1
101928043	9	5	1	1	1	2	2	10
29092	217	78	186	179	194	171	183	299
112268223	9	7	8	8	22	8	29	22
998	7331	7545	7991	6482	6585	6713	8316	10183
54361	682	1597	1888	1183	980	857	1988	1097
105376845	21	25	48	20	23	11	19	28
105376850	4	12	7	2	0	4	7	7
107985377	0	2	0	0	0	0	0	0
100616433	0	0	0	0	0	0	0	0
105376856	1	0	1	1	0	0	0	0
9923	1722	800	948	956	821	999	1100	1222
2046	48	256	207	56	125	134	307	104
102466615	0	0	0	0	0	0	0	0
712	0	0	0	0	1	0	0	0
714	0	0	0	0	0	0	2	0
713	0	0	0	0	0	0	0	0
2048	10671	3876	6045	7084	6519	7038	8296	10445
100616391	0	0	0	0	0	0	1	0
100422914	80	42	46	59	39	55	74	83
646262	0	0	0	0	0	2	1	0
729059	0	2	3	3	5	3	2	2
23028	7665	7761	6871	5509	6275	7643	8224	10404
100422866	0	3	0	0	0	0	3	0
7798	3037	1137	2077	1653	2204	1906	2153	2203
3352	3126	521	2024	675	2083	1727	1787	1797
100996511	110	58	21	37	24	45	209	26
10236	9046	8155	6791	5911	6282	7394	8107	9913
80818	3484	823	2741	2777	2392	2513	1978	2840
148898	363	627	216	251	248	277	861	333
6920	32	50	27	24	29	20	60	30
55616	1637	1485	1301	1520	1030	1264	1333	1491
1870	501	88	238	231	182	342	57	385
101928163	11	1	1	4	4	4	4	9
105376859	12	5	8	6	10	9	5	8
3399	2680	1299	2711	5465	1129	3885	665	3182
107984928	1	1	0	0	0	0	0	1
259283	1	0	0	0	1	0	1	0
6135	17708	27741	15979	23011	12813	14892	20015	23058
6924	1826	3888	1496	1459	1424	1531	2908	2227
100506963	296	589	223	228	242	233	420	330
57095	1657	1590	1973	1450	1686	1745	2015	2784
105376860	46	52	51	31	43	55	37	68
11313	983	863	1200	843	939	1070	896	1498
2582	519	328	596	441	483	579	436	761
3155	766	307	582	766	545	553	573	755
105376861	4	4	3	4	1	6	1	2
2517	518	361	552	657	464	310	420	600
1269	0	0	0	0	1	0	0	1
107984929	0	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0	0
55629	3095	1623	1831	1896	1676	2033	1824	2778
10772	3669	3627	2120	2066	1902	2614	2831	3403
105378615	0	0	0	0	0	0	0	0
105376863	1	0	0	0	0	0	0	0
107984931	0	0	0	1	0	0	0	1
127294	5	2	0	13	2	7	4	4
107985737	0	0	0	0	0	0	0	0
105376864	0	0	0	1	1	0	3	0
58985	0	3	1	0	2	4	0	1
163702	20	27	44	8	35	23	53	26
284632	0	0	0	0	0	0	0	1
105376871	0	0	0	0	0	1	0	1
57822	22	2	31	20	17	20	5	3
90529	304	149	384	202	317	270	228	240
57185	1063	571	1076	943	953	829	1795	1019
100750325	0	0	0	0	1	0	4	0
11123	739	400	842	557	587	493	963	663
100506985	31	13	35	29	29	26	38	35
400746	2	0	7	2	3	3	3	1
10250	3630	5605	2485	2462	1959	2408	5012	2921
25932	4084	3709	3419	5655	2385	3156	3001	5180
105376876	0	0	0	0	0	0	0	0
864	2	3	3	48	0	0	3	1
102465437	0	0	0	1	0	0	0	0
107984932	0	0	0	0	0	0	0	0
105376878	2	0	2	1	0	0	4	0
100616365	0	0	0	0	0	0	0	0
105376879	0	0	0	0	0	0	0	0
25949	909	1099	713	906	609	746	1080	1114
57035	1311	1293	496	518	485	641	1437	638
105376882	0	1	0	1	0	0	1	0
6007	11	25	16	18	15	13	22	24
23585	1673	1121	1400	1351	1205	1455	1344	2042
6006	833	561	768	723	605	762	739	1183
55219	1114	2172	1444	1258	1360	1417	2169	2184
26119	137	44	85	246	54	92	20	64
57134	1187	660	1505	1333	656	868	823	795
57190	5777	4209	5068	6152	3411	3944	5096	4707
56181	2020	1441	2026	1735	1864	2059	2057	2853
646471	289	219	210	167	190	232	394	232
79000	271	147	218	205	181	200	180	313
164091	367	396	405	535	358	336	454	402
3925	14943	19823	15314	10624	12307	16132	16041	23727
100500808	233	300	242	164	225	269	233	403
105376885	1	2	1	0	1	0	0	1
5051	310	76	254	254	256	206	155	345
101928216	10	7	10	8	12	17	15	7
2134	70	33	73	66	59	81	52	63
7780	2	4	1	5	0	0	2	5
105376910	0	0	0	0	0	0	0	0
84676	0	0	2	7	3	0	1	1
149420	813	568	927	560	762	903	885	1208
105376886	0	1	1	0	0	0	3	0
79927	2	7	13	18	4	4	5	6
110806296	11	32	18	11	18	24	24	21
51042	303	230	237	273	222	276	189	448
10256	49	169	59	35	71	58	176	44
378807	0	1	2	0	0	0	1	1
101928303	2	3	8	2	1	0	3	8
64793	937	1522	720	663	496	642	1225	949
83442	3265	1307	2286	3009	2102	2030	1249	3287
91544	1279	412	684	438	730	893	346	855
1043	0	1	0	0	0	0	0	0
55057	10	27	21	11	17	13	23	9
257101	0	1	2	0	0	0	2	0
79727	8	138	6	3	8	5	38	15
79947	1065	443	902	901	917	918	887	1355
101928324	7	10	4	9	1	8	10	4
3151	5401	2710	3591	3740	2765	4174	2312	5721
6195	323	174	399	294	275	306	277	446
100302190	0	1	0	0	0	0	0	0
105376888	0	0	1	1	1	2	0	0
101928728	19	6	12	10	18	18	7	22
8289	8060	9285	6022	6032	5074	6018	11838	8738
55650	388	201	291	342	325	288	267	370
84243	789	1102	864	820	691	813	1064	1017
2810	3	1	0	2	1	3	3	5
54707	1084	1123	897	783	856	948	1393	1354
63906	424	178	383	312	350	389	255	539
10726	3405	2742	3028	2399	3025	3131	2535	3943
8431	1	0	1	0	0	0	0	0
126695	2	2	3	0	3	3	1	3
388610	215	211	550	333	320	293	296	343
115572	31	42	64	85	17	33	16	31
101928391	0	0	1	0	1	1	2	2
6548	874	379	868	994	620	610	794	710
102723760	0	0	0	0	0	0	0	0
105376890	0	0	0	0	0	0	0	1
23038	2662	1867	2369	2440	2042	2216	2744	2799
84065	1090	1226	1082	979	926	1002	1521	1500
644961	234	369	233	280	167	212	329	310
84958	10	17	10	27	18	13	26	9
9064	250	299	376	433	225	231	421	276
8547	1	1	1	2	2	1	1	1
388611	2	0	4	1	1	0	2	2
2827	59	87	138	70	110	72	212	130
