Gene_ID,Transcript_ID,Gene_Symbol,Description,gene_biotype,Protein_ID,HGNC,MIM,Ensembl,IMGT/GENE-DB,RC802DMSO6H-1_Read_Count,RC802DMSO6H-2_Read_Count,RC802DMSO6H-3_Read_Count,TDP43DMSO6H-1_Read_Count,TDP43DMSO6H-2_Read_Count,TDP43DMSO6H-3_Read_Count,TD-KODMSO6H-1_Read_Count,TD-KODMSO6H-2_Read_Count,TD-KODMSO6H-3_Read_Count,RC802ROPI6H-1_Read_Count,RC802ROPI6H-2_Read_Count,RC802ROPI6H-3_Read_Count,TDP43ROPI6H-1_Read_Count,TDP43ROPI6H-2_Read_Count,TDP43ROPI6H-3_Read_Count,TD-KOROPI6H-1_Read_Count,TD-KOROPI6H-2_Read_Count,TD-KOROPI6H-3_Read_Count,RC802DMSO36H-1_Read_Count,RC802DMSO36H-2_Read_Count,RC802DMSO36H-3_Read_Count,TDP43DMSO36H-1_Read_Count,TDP43DMSO36H-2_Read_Count,TDP43DMSO36H-3_Read_Count,TD-KODMSO36H-1_Read_Count,TD-KODMSO36H-2_Read_Count,TD-KODMSO36H-3_Read_Count,RC802ROPI36H-1_Read_Count,RC802ROPI36H-2_Read_Count,RC802ROPI36H-3_Read_Count,TDP43ROPI36H-1_Read_Count,TDP43ROPI36H-2_Read_Count,TDP43ROPI36H-3_Read_Count,TD-KOROPI36H-1_Read_Count,TD-KOROPI36H-2_Read_Count,TD-KOROPI36H-3_Read_Count,RC802DMSO84H-1_Read_Count,RC802DMSO84H-2_Read_Count,RC802DMSO84H-3_Read_Count,TDP43DMSO84H-1_Read_Count,TDP43DMSO84H-2_Read_Count,TDP43DMSO84H-3_Read_Count,TD-KODMSO84H-1_Read_Count,TD-KODMSO84H-2_Read_Count,TD-KODMSO84H-3_Read_Count,RC802ROPI84H-1_Read_Count,RC802ROPI84H-2_Read_Count,RC802ROPI84H-3_Read_Count,TDP43ROPI84H-1_Read_Count,TDP43ROPI84H-2_Read_Count,TDP43ROPI84H-3_Read_Count,TD-KOROPI84H-1_Read_Count,TD-KOROPI84H-2_Read_Count,TD-KOROPI84H-3_Read_Count,RC802DMSO6H-1_FPKM,RC802DMSO6H-2_FPKM,RC802DMSO6H-3_FPKM,TDP43DMSO6H-1_FPKM,TDP43DMSO6H-2_FPKM,TDP43DMSO6H-3_FPKM,TD-KODMSO6H-1_FPKM,TD-KODMSO6H-2_FPKM,TD-KODMSO6H-3_FPKM,RC802ROPI6H-1_FPKM,RC802ROPI6H-2_FPKM,RC802ROPI6H-3_FPKM,TDP43ROPI6H-1_FPKM,TDP43ROPI6H-2_FPKM,TDP43ROPI6H-3_FPKM,TD-KOROPI6H-1_FPKM,TD-KOROPI6H-2_FPKM,TD-KOROPI6H-3_FPKM,RC802DMSO36H-1_FPKM,RC802DMSO36H-2_FPKM,RC802DMSO36H-3_FPKM,TDP43DMSO36H-1_FPKM,TDP43DMSO36H-2_FPKM,TDP43DMSO36H-3_FPKM,TD-KODMSO36H-1_FPKM,TD-KODMSO36H-2_FPKM,TD-KODMSO36H-3_FPKM,RC802ROPI36H-1_FPKM,RC802ROPI36H-2_FPKM,RC802ROPI36H-3_FPKM,TDP43ROPI36H-1_FPKM,TDP43ROPI36H-2_FPKM,TDP43ROPI36H-3_FPKM,TD-KOROPI36H-1_FPKM,TD-KOROPI36H-2_FPKM,TD-KOROPI36H-3_FPKM,RC802DMSO84H-1_FPKM,RC802DMSO84H-2_FPKM,RC802DMSO84H-3_FPKM,TDP43DMSO84H-1_FPKM,TDP43DMSO84H-2_FPKM,TDP43DMSO84H-3_FPKM,TD-KODMSO84H-1_FPKM,TD-KODMSO84H-2_FPKM,TD-KODMSO84H-3_FPKM,RC802ROPI84H-1_FPKM,RC802ROPI84H-2_FPKM,RC802ROPI84H-3_FPKM,TDP43ROPI84H-1_FPKM,TDP43ROPI84H-2_FPKM,TDP43ROPI84H-3_FPKM,TD-KOROPI84H-1_FPKM,TD-KOROPI84H-2_FPKM,TD-KOROPI84H-3_FPKM,RC802DMSO6H-1_TPM,RC802DMSO6H-2_TPM,RC802DMSO6H-3_TPM,TDP43DMSO6H-1_TPM,TDP43DMSO6H-2_TPM,TDP43DMSO6H-3_TPM,TD-KODMSO6H-1_TPM,TD-KODMSO6H-2_TPM,TD-KODMSO6H-3_TPM,RC802ROPI6H-1_TPM,RC802ROPI6H-2_TPM,RC802ROPI6H-3_TPM,TDP43ROPI6H-1_TPM,TDP43ROPI6H-2_TPM,TDP43ROPI6H-3_TPM,TD-KOROPI6H-1_TPM,TD-KOROPI6H-2_TPM,TD-KOROPI6H-3_TPM,RC802DMSO36H-1_TPM,RC802DMSO36H-2_TPM,RC802DMSO36H-3_TPM,TDP43DMSO36H-1_TPM,TDP43DMSO36H-2_TPM,TDP43DMSO36H-3_TPM,TD-KODMSO36H-1_TPM,TD-KODMSO36H-2_TPM,TD-KODMSO36H-3_TPM,RC802ROPI36H-1_TPM,RC802ROPI36H-2_TPM,RC802ROPI36H-3_TPM,TDP43ROPI36H-1_TPM,TDP43ROPI36H-2_TPM,TDP43ROPI36H-3_TPM,TD-KOROPI36H-1_TPM,TD-KOROPI36H-2_TPM,TD-KOROPI36H-3_TPM,RC802DMSO84H-1_TPM,RC802DMSO84H-2_TPM,RC802DMSO84H-3_TPM,TDP43DMSO84H-1_TPM,TDP43DMSO84H-2_TPM,TDP43DMSO84H-3_TPM,TD-KODMSO84H-1_TPM,TD-KODMSO84H-2_TPM,TD-KODMSO84H-3_TPM,RC802ROPI84H-1_TPM,RC802ROPI84H-2_TPM,RC802ROPI84H-3_TPM,TDP43ROPI84H-1_TPM,TDP43ROPI84H-2_TPM,TDP43ROPI84H-3_TPM,TD-KOROPI84H-1_TPM,TD-KOROPI84H-2_TPM,TD-KOROPI84H-3_TPM
377677,NM_198584,CA13,carbonic anhydrase 13,protein_coding,NP_940986.1,14914,611436,.,.,21,11,13,19,25,18,21,34,24,23,11,16,24,28,15,25,12,21,24,40,52,24,28,21,23,18,36,30,34,39,27,14,29,21,31,34,54,46,53,47,34,54,51,56,49,40,52,54,36,17,16,23,24,17,0.139067,0.063300,0.082808,0.113587,0.141129,0.120607,0.109832,0.181526,0.113239,0.104809,0.076552,0.073631,0.120214,0.172319,0.094430,0.150258,0.070797,0.105393,0.137513,0.228348,0.293864,0.136952,0.164968,0.109010,0.155282,0.101038,0.239707,0.184177,0.222886,0.236757,0.158279,0.091072,0.173877,0.125084,0.186895,0.227994,0.298870,0.228249,0.321083,0.252761,0.185526,0.300628,0.272581,0.284880,0.237887,0.229392,0.303103,0.286761,0.175140,0.093521,0.088984,0.130524,0.128318,0.088573,0.445781,0.202383,0.266862,0.354182,0.443729,0.378097,0.345529,0.570647,0.352411,0.338068,0.243931,0.232805,0.374482,0.538479,0.294042,0.459151,0.218452,0.321277,0.447330,0.744714,0.946167,0.431921,0.526962,0.345463,0.494280,0.324532,0.761091,0.593693,0.724110,0.756225,0.489393,0.288054,0.548284,0.400389,0.598455,0.726627,0.790536,0.636429,0.910610,0.802794,0.599558,0.962732,0.884587,0.919931,0.766114,0.605265,0.829860,0.800830,0.466194,0.253234,0.247157,0.357974,0.360420,0.253933
378706,NR_027260,RN7SL2,RNA component of signal recognition particle 7SL2,scRNA,.,23134,612179,.,.,106,100,106,152,84,146,68,218,73,125,81,134,107,159,274,359,654,668,103,104,84,376,123,122,103,135,85,587,130,17,112,164,189,373,577,552,161,104,106,189,102,160,95,242,184,60,122,215,170,156,380,410,326,70,9.248096,7.731688,9.116492,11.995296,6.278425,13.125942,4.717113,15.221483,4.476415,7.619299,7.341108,8.035010,7.192945,12.956642,23.921492,28.350275,53.316093,45.241253,7.786160,7.779999,6.104256,28.263958,9.665853,8.411868,9.123913,10.109584,7.339294,47.428349,11.286926,1.323321,8.723503,14.732648,14.906611,29.374697,46.301094,49.314857,11.564902,6.655731,8.275812,13.181280,7.321481,11.682503,6.633280,16.055531,11.730001,4.557593,9.335022,14.911243,10.949782,11.146711,28.841360,30.500231,23.031345,4.811136,29.644997,24.719625,29.379463,37.403038,19.740192,41.149284,14.839974,47.850407,13.931067,24.576456,23.392355,25.405024,22.406986,40.488209,74.488525,86.631653,164.513199,137.911804,25.328341,25.373003,19.654137,89.139648,30.875883,26.657961,29.042482,32.471951,23.302889,152.885162,36.668831,4.226808,26.972788,46.597996,47.004925,94.027077,148.260513,157.168442,30.590134,18.558256,23.470703,41.865044,23.660542,37.412033,21.526525,51.846325,37.776485,12.025476,25.558165,41.642250,29.146439,30.182861,80.107796,83.649567,64.690544,13.793183
378707,NR_145670,RN7SL3,RNA component of signal recognition particle 7SL3,scRNA,.,23135,612180,.,.,3,3,2,5,5,6,3,6,4,6,2,2,4,6,5,14,19,22,3,3,2,14,4,5,2,3,4,15,9,2,2,3,3,10,12,16,3,7,4,8,3,7,5,11,3,1,3,8,6,8,12,6,8,2,0.215859,0.213259,0.157224,0.316570,0.374999,0.458409,0.194321,0.364584,0.209144,0.351566,0.091056,0.118440,0.211886,0.447304,0.391375,1.060925,1.495504,1.472741,0.170848,0.201033,0.085682,1.004579,0.256246,0.343012,0.133855,0.202523,0.326411,1.185141,0.714144,0.100695,0.104012,0.203744,0.189979,0.758194,0.916412,1.422765,0.188832,0.406984,0.252324,0.525099,0.148107,0.438895,0.310885,0.704165,0.159354,0.038183,0.217346,0.498365,0.333194,0.505173,0.856868,0.433173,0.535730,0.120740,0.691942,0.681828,0.506681,0.987111,1.179046,1.437092,0.611332,1.146111,0.650879,1.133996,0.290149,0.374483,0.660054,1.397780,1.218692,3.241934,4.614557,4.489452,0.555768,0.655632,0.275873,3.168268,0.818532,1.087034,0.426077,0.650503,1.036383,3.820300,2.320103,0.321628,0.321601,0.644422,0.599061,2.426944,2.934437,4.534408,0.499478,1.134799,0.715606,1.667767,0.478630,1.405516,1.008894,2.273882,0.513200,0.100748,0.595068,1.391770,0.886905,1.367898,2.379977,1.188015,1.504761,0.346154
378884,NM_198586,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,protein_coding,NP_940988.2,21576,608072,.,.,2,0,2,8,13,7,21,10,9,2,0,0,11,12,6,5,17,15,5,0,1,4,6,10,8,4,4,2,0,2,6,12,10,8,2,4,8,14,8,10,4,19,4,10,9,2,4,2,6,3,15,10,20,25,0.018956,0.000000,0.022811,0.078098,0.126147,0.078253,0.186555,0.085287,0.068738,0.016337,0.000000,0.000000,0.098482,0.124977,0.065367,0.050815,0.174690,0.131084,0.049418,0.000000,0.006222,0.037470,0.055423,0.084307,0.089121,0.038845,0.046363,0.021623,0.000000,0.021525,0.057270,0.137910,0.099194,0.076654,0.021468,0.047685,0.069724,0.113189,0.082449,0.084379,0.038492,0.178524,0.037636,0.080202,0.068399,0.018991,0.040792,0.018000,0.044045,0.027669,0.148700,0.097264,0.181599,0.232324,0.060765,0.000000,0.073513,0.243520,0.396623,0.245319,0.586899,0.268109,0.213921,0.052697,0.000000,0.000000,0.306784,0.390540,0.203546,0.155279,0.539028,0.399592,0.160756,0.000000,0.020033,0.118174,0.177038,0.267176,0.283683,0.124770,0.147207,0.069701,0.000000,0.068752,0.177077,0.436196,0.312788,0.245365,0.068741,0.151974,0.184425,0.315608,0.233830,0.267997,0.124393,0.571703,0.122137,0.258987,0.220278,0.050109,0.111683,0.050268,0.117240,0.074921,0.413018,0.266755,0.510076,0.666058
378938,"NR_002819,NR_144567,NR_144568",MALAT1,metastasis associated lung adenocarcinoma transcript 1,lncRNA,.,29665,607924,.,.,2967,4096,3319,4152,4447,3388,4337,4194,4480,4384,3840,4575,3899,4416,4734,3603,2280,3922,3900,3194,2894,3743,4154,3127,2898,3727,2993,2947,2786,3374,3132,2999,3249,3037,2923,2326,527,442,380,1902,2900,2334,3101,3829,4036,323,423,504,572,683,622,711,804,828,8.873167,10.926245,9.871576,11.189358,11.397584,10.461458,10.416594,10.021294,9.394272,9.238743,12.076299,9.538485,8.979475,12.348420,14.076019,9.740004,6.337830,9.053190,10.309124,8.324541,7.242468,9.601804,11.162235,7.393560,8.805173,9.584281,8.953095,8.152533,8.242801,9.399501,8.340372,9.215272,8.827372,8.174057,7.996225,7.159490,1.291828,0.971425,1.017781,4.535039,7.210678,5.814539,7.487285,8.714962,8.825510,0.839245,1.104960,1.191043,1.259275,1.670613,1.608409,1.801650,1.937605,1.960233,28.443153,34.933214,31.812851,34.890011,35.835499,32.796238,32.770464,31.503043,29.235950,29.800056,38.480984,30.158698,27.972263,38.587573,43.830959,29.763117,19.556135,27.597420,33.535535,27.148922,23.318888,30.282431,35.655819,23.430853,28.027895,30.784683,28.426847,26.279667,26.779114,30.022858,25.788161,29.147048,27.835299,26.164790,25.604675,22.817583,3.416993,2.708636,2.886487,14.403732,23.302463,18.620474,24.297966,28.142248,28.422567,2.214398,3.025246,3.326195,3.351975,4.523655,4.467406,4.941183,5.442353,5.619847
386593,NR_027928,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate),lncRNA,.,41998,.,.,.,1365,2404,1446,982,1846,916,1368,889,795,1988,1075,1268,1173,1886,1066,1204,409,419,1541,2215,1249,2097,2271,1132,1292,2097,1372,806,1697,1308,960,1079,855,1388,1861,835,68,135,49,628,1505,1095,979,1156,401,102,78,150,54,240,32,62,43,57,8.337770,13.057534,8.712535,5.431244,9.712852,5.783110,6.662283,4.350609,3.420862,8.498848,6.841050,5.332751,5.517574,10.803106,6.507306,6.652038,2.333798,1.984421,8.181173,11.675458,6.416626,11.046297,12.527183,5.495275,8.059573,11.009969,8.319108,4.558335,10.305738,7.366938,5.234799,6.794432,4.715147,7.651326,10.451146,5.219885,0.339615,0.605578,0.268527,3.072400,7.596983,5.599511,4.819715,5.372777,1.789973,0.543790,0.416793,0.724317,0.243190,1.205603,0.168450,0.319679,0.209831,0.273475,26.726925,41.747334,28.077644,16.935392,30.538475,18.129810,20.959455,13.676620,10.646078,27.413485,21.798927,16.861046,17.187981,33.758625,20.262936,20.327034,7.201215,6.049238,26.613317,38.077309,20.659889,34.838116,40.015903,17.415016,25.654564,35.363987,26.413881,14.693781,33.481155,23.530670,16.185831,21.490160,14.868245,24.491550,33.465569,16.635983,0.898309,1.688541,0.761560,9.758245,24.550869,17.931868,15.641088,17.349705,5.764612,1.434821,1.141129,2.022782,0.647329,3.264509,0.467876,0.876747,0.589374,0.784034
386617,"NM_198353,XM_011513690",KCTD8,potassium channel tetramerization domain containing 8,protein_coding,NP_938167.1;XP_011511992.1,22394,618442,.,.,200,232,194,96,98,71,158,131,171,260,178,296,124,85,89,122,101,201,231,209,217,112,136,151,130,205,191,228,163,215,123,99,104,120,158,200,299,277,183,529,570,489,448,470,482,225,200,189,584,524,553,339,403,361,1.995563,1.714120,1.638307,0.756581,0.741280,0.655041,1.255458,0.907046,1.109584,1.529935,1.644930,1.821384,0.793320,0.661268,0.884111,0.992434,0.939490,1.558222,1.998695,1.507009,1.573150,0.920695,1.139485,1.192634,1.182013,1.591223,1.785795,1.899434,1.626667,1.984023,1.087815,0.968318,0.876495,0.904445,1.255314,1.921377,2.387560,1.890515,1.474160,3.986983,4.376057,3.755967,3.328310,3.036450,3.289513,1.742503,1.592931,1.432620,3.778267,3.958667,4.177635,2.758818,3.012815,2.620577,6.396825,5.480358,5.279729,2.359129,2.330682,2.053527,3.949656,2.851402,3.453141,4.934889,5.241551,5.758836,2.471296,2.066394,2.753013,3.032641,2.898911,4.750031,6.501748,4.914826,5.065138,2.903713,3.639886,3.779564,3.762488,5.111004,5.670055,6.122818,5.284698,6.337148,3.363490,3.062700,2.763845,2.895088,4.019637,6.123507,6.315297,5.271345,4.180806,12.663052,14.141931,12.028102,10.801132,9.805267,10.593881,4.597697,4.361253,4.000841,10.057098,10.719206,11.603515,7.566300,8.462410,7.513007
387036,NR_003504,GUSBP2,GUSB pseudogene 2,transcribed_pseudogene,.,18792,.,.,.,62,88,80,71,91,65,98,87,103,80,52,87,92,83,68,67,72,76,52,59,46,55,63,44,47,62,42,51,41,58,42,47,58,56,60,42,18,21,17,33,57,42,57,50,48,15,16,18,16,13,13,19,14,27,1.330445,1.699244,1.711309,1.383833,1.697910,1.441536,1.692273,1.508102,1.575211,1.211412,1.170790,1.295639,1.530180,1.681115,1.468329,1.305046,1.457841,1.282741,0.966452,1.100069,0.834100,1.016400,1.221955,0.746251,1.035114,1.141804,0.889758,1.026058,0.882466,1.163420,0.812260,1.052508,1.129525,1.090945,1.181583,0.917502,0.313433,0.337568,0.326624,0.563738,1.018296,0.756600,0.993972,0.825065,0.751151,0.282542,0.293757,0.310786,0.248399,0.217411,0.235318,0.341491,0.231434,0.465837,4.264772,5.432796,5.514987,4.314988,5.338452,4.519156,5.323870,4.740885,4.902219,3.907474,3.730709,4.096541,4.766714,5.253316,4.572192,3.987907,4.498344,3.910261,3.143866,3.587667,2.685586,3.205550,3.903321,2.364936,3.294888,3.667472,2.825057,3.307497,2.866944,3.716069,2.511483,3.328985,3.561724,3.492066,3.783542,2.924117,0.829057,0.941246,0.926326,1.790487,3.290787,2.422935,3.225669,2.664289,2.419082,0.745504,0.804272,0.867925,0.661195,0.588701,0.653604,0.936569,0.650052,1.335522
387101,gene-RPL29P4,RPL29P4,ribosomal protein L29 pseudogene 4,pseudogene,.,21482,.,.,.,74,78,75,76,67,63,83,84,122,107,54,82,65,57,65,62,62,91,66,58,74,72,77,83,72,50,73,55,43,52,70,53,56,65,61,63,101,125,86,69,65,60,60,75,52,152,87,90,117,85,87,103,114,115,2.973368,2.797748,3.000784,2.800284,2.316690,2.630713,2.686239,2.725029,3.482217,3.022065,2.275506,2.273754,2.026055,2.138628,2.619082,2.257382,2.353372,2.844777,2.308217,2.013087,2.525530,2.504418,2.827908,2.653858,2.959372,1.739051,2.926070,2.040973,1.706465,1.948279,2.540240,2.204518,2.050201,2.350633,2.246047,2.609859,3.371845,3.744563,3.140995,2.246057,2.168148,2.023096,1.952850,2.317073,1.534852,5.371821,3.099446,2.899878,3.507922,2.843173,3.045648,3.564889,3.725609,3.713339,9.531204,8.944916,9.670543,8.731684,7.283976,8.247174,8.450873,8.566431,10.837021,9.747830,7.250872,7.189137,6.311432,6.682997,8.155493,6.898020,7.261613,8.671915,7.508618,6.565304,8.131558,7.898504,9.033261,8.410315,9.420026,5.585827,9.290524,6.579072,5.543942,6.222981,7.854341,6.972686,6.464887,7.524271,7.192058,8.317725,8.918812,10.441010,8.908051,7.133699,7.006719,6.478762,6.337448,7.482263,4.942994,14.173865,8.485908,8.098414,9.337485,7.698690,8.459383,9.777022,10.464506,10.645876
387104,NM_001012279,SOGA3,SOGA family member 3,protein_coding,NP_001012279.1,21494,.,.,.,15543,17191,15183,18250,18820,15417,18815,17847,19944,21992,15711,23218,22545,18433,16777,15213,15322,18567,24905,22808,22938,25541,22257,25888,22770,25339,22097,24021,22441,23842,23165,21310,24105,27139,25180,21871,7994,10473,9818,28727,26682,25829,29153,31106,32272,6023,7833,10151,10691,10299,11491,10854,13364,14163,35.352234,34.762478,34.075951,37.594387,36.870373,36.243324,34.124718,32.519348,31.962364,34.999859,37.236935,36.373432,39.501087,39.314690,38.126335,31.299339,32.551659,32.756420,49.222679,44.754017,43.879490,50.085011,45.710907,46.782558,52.888363,49.535728,49.898430,50.596405,50.745911,49.991344,47.037014,49.980774,49.526634,55.694653,52.655640,50.922852,15.003776,17.604259,20.137339,52.357250,50.147346,49.177666,53.441544,53.827560,53.757217,11.971507,15.640229,18.344017,17.990877,19.268986,22.732901,21.025581,24.615690,25.652699,113.322449,111.142021,109.815620,117.224648,115.925278,113.621323,107.355911,102.228165,99.470192,112.893906,118.655060,115.005196,123.051170,122.854469,118.720627,95.643288,100.442062,99.853500,160.121155,145.956802,141.280701,157.959473,146.015518,148.258102,168.349838,159.108627,158.431793,163.097382,164.862717,159.676910,145.436935,158.084549,156.172028,178.276062,168.608368,162.293182,39.686241,49.086178,57.110710,166.291794,162.059189,157.486496,173.430145,173.819321,173.125198,31.587519,42.821056,51.228874,47.888626,52.176201,63.141354,57.664501,69.140663,73.544449
387119,"NM_001042475,NM_001178035,NM_206921,XM_005266970,XM_005266971,XM_005266972,XM_006715475,XM_011535809,XM_011535810,XM_011535811,XM_017010846,XM_024446429,XM_024446430",CEP85L,centrosomal protein 85 like,protein_coding,NP_001035940.1;NP_001171506.1;NP_996804.2;XP_005267027.1;XP_005267028.1;XP_005267029.1;XP_006715538.1;XP_011534111.1;XP_011534112.1;XP_011534113.1;XP_016866335.1;XP_024302197.1;XP_024302198.1,21638,618865,.,.,574,646,524,457,516,437,464,502,522,795,578,735,529,477,466,430,440,540,598,570,584,410,366,463,355,459,383,549,572,569,422,434,379,471,472,361,354,366,327,508,472,472,555,522,629,299,285,279,236,224,148,217,241,236,2.079931,2.042617,1.843273,1.499501,1.590029,1.468698,1.387864,1.426190,1.354208,1.989514,2.148564,1.811475,1.469454,1.584305,1.543447,1.373581,1.498279,1.661783,1.853481,1.758694,1.739325,1.271278,1.239676,1.315993,1.310785,1.424984,1.149521,1.796402,2.011646,1.868051,1.385974,1.589342,1.260542,1.513725,1.540538,1.099757,1.046126,0.827677,1.055604,1.442703,1.389514,1.407566,1.594162,1.436948,1.650608,0.957106,0.924374,0.784636,0.619035,0.583805,0.381716,0.550373,0.579586,0.594628,6.667270,6.530621,5.940262,4.675657,4.999258,4.604306,4.366201,4.483387,4.214436,6.417283,6.846377,5.727507,4.577545,4.950794,4.806102,4.197336,4.623120,5.065718,6.029364,5.735646,5.600179,4.009394,3.959929,4.170500,4.172380,4.577043,3.649827,5.790698,6.535411,5.966724,4.285386,5.026940,3.974861,4.845364,4.932952,3.504969,2.767093,2.307822,2.993757,4.582167,4.490435,4.507589,5.173425,4.640176,5.315785,2.525380,2.530823,2.191233,1.647764,1.580816,1.060228,1.509447,1.627945,1.704755
387254,NR_002594,SLC7A5P2,solute carrier family 7 member 5 pseudogene 2,transcribed_pseudogene,.,24951,.,.,.,91,94,104,161,126,93,124,104,122,122,67,157,118,83,84,75,101,97,77,78,77,72,39,52,63,78,59,80,81,52,49,47,56,61,80,82,18,46,32,42,53,71,92,71,67,19,17,28,19,32,21,28,34,46,0.924511,0.852007,1.040985,1.485456,1.106958,0.982952,1.005412,0.850946,0.878360,0.872999,0.710611,1.106409,0.927289,0.787729,0.855216,0.690558,0.956909,0.769422,0.680053,0.681904,0.661532,0.628662,0.353463,0.422221,0.649993,0.684924,0.593833,0.757139,0.823919,0.485270,0.442018,0.489676,0.514292,0.562519,0.748341,0.858303,0.147132,0.343336,0.290085,0.344320,0.447505,0.605701,0.752461,0.547787,0.501505,0.168227,0.147362,0.221117,0.142990,0.268742,0.185642,0.241342,0.279928,0.369378,2.963544,2.724022,3.354752,4.631862,3.480421,3.081515,3.163013,2.675042,2.733548,2.815905,2.264352,3.498234,2.888630,2.461574,2.663035,2.110181,2.952657,2.345479,2.212209,2.223902,2.129963,1.982692,1.129077,1.338056,2.069005,2.199975,1.885470,2.440635,2.676737,1.549996,1.366704,1.548801,1.621713,1.800598,2.396259,2.735447,0.389177,0.957329,0.822699,1.093593,1.446183,1.939696,2.441910,1.768907,1.615097,0.443877,0.403460,0.617507,0.380614,0.727694,0.515628,0.661902,0.786264,1.058981
387496,"NM_001331126,NM_206827,XM_024449347",RASL11A,RAS like family 11 member A,protein_coding,NP_001318055.1;NP_996563.1;XP_024305115.1,23802,612403,.,.,12,50,14,34,33,12,30,18,36,39,34,33,30,27,17,16,13,33,29,35,55,14,19,16,30,48,41,17,17,36,16,13,14,17,13,24,19,9,15,35,28,20,36,65,61,37,11,30,26,19,56,42,58,44,0.123135,0.447957,0.136967,0.303078,0.291020,0.114949,0.245150,0.140799,0.256843,0.279171,0.355355,0.228650,0.229683,0.255561,0.173464,0.140106,0.120245,0.333786,0.256272,0.309172,0.470846,0.122042,0.168284,0.125837,0.312190,0.418924,0.408218,0.157857,0.173717,0.348576,0.138181,0.130862,0.127596,0.154439,0.116302,0.244602,0.154681,0.062274,0.135450,0.280681,0.235371,0.170889,0.292392,0.503951,0.452387,0.327817,0.099119,0.242321,0.196598,0.154027,0.493659,0.366969,0.476760,0.354542,0.394712,1.432201,0.441401,0.945039,0.915006,0.360359,0.771237,0.442618,0.799322,0.900478,1.132334,0.722944,0.715493,0.798603,0.540145,0.428132,0.371029,1.017503,0.833651,1.008308,1.516005,0.384899,0.537555,0.398786,0.993736,1.345582,1.296126,0.508851,0.564370,1.113385,0.427251,0.413904,0.402347,0.494351,0.372410,0.779556,0.409144,0.173639,0.384143,0.891471,0.760640,0.547255,0.948879,1.627354,1.456912,0.864964,0.271375,0.676724,0.523310,0.417072,1.371153,1.006446,1.339126,1.016447
387522,NM_199203,TMEM189-UBE2V1,TMEM189-UBE2V1 readthrough,protein_coding,NP_954673.2,33521,.,.,.,19,68,85,15,8,3,8,8,13,55,6,102,136,0,6,7,18,92,16,66,115,7,12,129,151,57,354,82,12,167,13,6,115,93,215,102,126,248,8,173,112,17,16,85,181,117,323,74,69,63,155,145,168,222,0.171248,0.553621,0.763944,0.124201,0.055535,0.027397,0.053186,0.058334,0.082534,0.348027,0.050405,0.642037,0.962419,0.000000,0.052332,0.056842,0.150432,0.652985,0.125708,0.518716,0.881745,0.053009,0.099329,0.937585,1.415482,0.446110,3.223154,0.697196,0.101714,1.410135,0.102514,0.056291,0.946510,0.768255,1.809822,0.956558,0.950457,1.679615,0.060623,1.272200,0.845421,0.128871,0.112334,0.591056,1.212955,0.931679,2.598556,0.534352,0.467328,0.471745,1.234405,1.129597,1.248895,1.622459,0.548940,1.770027,2.461942,0.387278,0.174610,0.085890,0.167323,0.183379,0.256855,1.122578,0.160615,2.029986,2.998063,0.000000,0.162957,0.173696,0.464176,1.990536,0.408926,1.691695,2.838992,0.167180,0.317289,2.971292,4.505645,1.432904,10.233789,2.247410,0.330449,4.504098,0.316969,0.178042,2.984624,2.459149,5.795224,3.048589,2.514039,4.683291,0.171930,4.040633,2.732112,0.412697,0.364549,1.908630,3.906322,2.458289,7.114533,1.492272,1.243948,1.277383,3.428600,3.098018,3.507903,4.651475
387640,"NM_207371,XM_005252450,XM_011519480,XM_017016225,XM_017016226",SKIDA1,SKI/DACH domain containing 1,protein_coding,NP_997254.3;XP_005252507.1;XP_011517782.1;XP_016871714.1;XP_016871715.1,32697,.,.,.,1315,1562,1373,1262,1337,1243,2057,2138,2274,1856,1476,2216,1536,1374,1254,1739,1629,2087,872,979,935,1453,1399,1597,1371,1857,1535,892,847,733,1257,1263,1431,1509,1682,1404,498,701,597,1639,1681,1746,1966,2067,2335,426,416,663,1346,1493,1548,1582,1842,1934,4.999710,4.979264,4.842516,3.954879,4.289331,4.756450,6.237918,6.307604,5.992952,4.679684,5.856969,5.618249,4.484477,4.796601,4.573105,5.715044,5.649232,5.854319,2.900117,2.981854,2.977088,4.726242,4.524374,4.571251,5.239748,5.917351,5.543561,2.993048,3.058367,2.533967,4.127359,4.902485,4.895575,5.223031,5.735195,5.375147,1.444304,1.733916,1.960651,4.924894,4.988301,5.285082,5.729780,5.896944,6.125508,1.052294,1.305524,1.950131,3.686777,4.436633,4.918789,5.040096,5.617289,5.631420,16.026695,15.919620,15.605841,12.331879,13.486214,14.911274,19.624406,19.828650,18.650690,15.094569,18.663167,17.763726,13.969744,14.988896,14.240075,17.463805,17.431384,17.846097,9.434070,9.724754,9.585461,14.905753,14.452324,14.486705,16.678728,19.006515,17.601283,9.648084,9.935986,8.093722,12.761661,15.506105,15.437184,16.718683,18.364642,17.130809,3.820307,4.834700,5.560524,15.641953,16.120494,16.924938,18.594458,19.042343,19.727206,2.776539,3.574366,5.446081,9.813566,12.013432,13.662093,13.822908,15.777866,16.144879
